Age,Travel,Department,Distance,Education,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,MaritalStatus,MonthlyIncome,Over18,OverTime,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,JobSatisfaction
55.0,Frequently,Other,,Low,1096.0,High,Male,65.0,High,Medium,Married,10976.0,1.0,No,23.0,3.0,2.0,1.0,Low
28.0,Rarely,Other,10.0,Medium,1097.0,High,Female,59.0,High,Low,Single,3660.0,1.0,No,10.0,8.0,7.0,1.0,High
44.0,Rarely,Other,1.0,Low,1098.0,Low,Male,91.0,Low,Medium,Married,10482.0,1.0,No,24.0,20.0,6.0,3.0,Low
33.0,Rarely,Other,5.0,Medium,1099.0,High,Male,34.0,Low,Medium,Single,7119.0,1.0,No,9.0,3.0,2.0,1.0,High
35.0,Rarely,Other,4.0,Medium,1100.0,High,Male,86.0,High,Medium,Single,9582.0,1.0,Yes,9.0,8.0,7.0,4.0,Low
33.0,Frequently,Other,29.0,High,1101.0,Low,Female,54.0,Low,Low,Single,4508.0,1.0,No,14.0,13.0,7.0,3.0,High
28.0,Rarely,Other,15.0,Low,1102.0,Low,Male,50.0,High,Low,Single,2207.0,1.0,No,4.0,4.0,,2.0,High
34.0,Frequently,Other,3.0,Low,1103.0,,Male,45.0,High,Low,Single,7756.0,1.0,No,7.0,6.0,2.0,0.0,High
37.0,Rarely,Other,10.0,High,1105.0,High,Female,88.0,Low,Low,Single,6694.0,1.0,Yes,8.0,1.0,0.0,0.0,High
25.0,Rarely,Other,4.0,Low,1106.0,High,Male,32.0,High,Low,Married,3691.0,1.0,Yes,7.0,7.0,7.0,5.0,High
26.0,Rarely,Other,21.0,Medium,1107.0,Low,Male,37.0,High,Low,Single,2377.0,1.0,No,1.0,1.0,1.0,0.0,High
33.0,Rarely,Other,25.0,Medium,1108.0,Low,Male,55.0,Low,Low,Single,2313.0,1.0,Yes,5.0,2.0,2.0,2.0,Low
42.0,Rarely,Other,2.0,Low,1109.0,High,Male,35.0,High,High,Married,17665.0,1.0,No,23.0,22.0,6.0,13.0,Low
28.0,Frequently,Other,1.0,Medium,1111.0,Low,Male,45.0,Low,Low,Single,2596.0,1.0,No,1.0,1.0,0.0,0.0,Low
50.0,Frequently,Other,1.0,High,1113.0,High,,81.0,High,Low,Single,4728.0,1.0,Yes,5.0,0.0,0.0,0.0,High
33.0,Frequently,Other,7.0,Medium,1114.0,High,Female,30.0,High,Low,Married,4302.0,1.0,No,4.0,,,0.0,Low
34.0,Never,Other,3.0,High,1115.0,High,Male,40.0,Low,Low,Married,2979.0,1.0,No,6.0,0.0,0.0,0.0,High
48.0,Never,Other,1.0,High,1116.0,Low,Male,35.0,High,High,Single,16885.0,1.0,No,27.0,5.0,4.0,2.0,High
45.0,Never,Other,9.0,High,1117.0,Low,Female,65.0,Low,Low,Married,5593.0,1.0,No,15.0,15.0,10.0,4.0,High
52.0,Rarely,Other,7.0,High,1118.0,Low,Male,87.0,High,Medium,Single,10445.0,1.0,No,18.0,8.0,6.0,4.0,
38.0,Rarely,Other,10.0,High,1119.0,High,Male,73.0,Low,Medium,Single,8740.0,1.0,Yes,9.0,8.0,7.0,2.0,
29.0,Rarely,Other,28.0,High,1120.0,High,Female,93.0,High,Low,Single,2514.0,1.0,No,11.0,7.0,5.0,1.0,High
28.0,Rarely,Other,3.0,Medium,1121.0,High,Female,93.0,,Medium,Single,7655.0,1.0,No,10.0,9.0,7.0,1.0,Low
46.0,Rarely,Other,3.0,Low,1124.0,Low,Male,52.0,,High,Married,17465.0,1.0,No,23.0,12.0,9.0,4.0,High
38.0,Rarely,Other,2.0,Low,1125.0,High,Male,32.0,High,Medium,Single,7351.0,,No,10.0,1.0,0.0,0.0,Low
43.0,Frequently,Other,27.0,Medium,1126.0,High,Female,83.0,High,Medium,Married,10820.0,1.0,No,18.0,8.0,7.0,0.0,Low
39.0,Frequently,Other,2.0,Medium,1127.0,Low,Male,84.0,High,High,Single,12169.0,1.0,No,21.0,18.0,7.0,11.0,High
40.0,Rarely,Other,14.0,Medium,1128.0,High,Male,44.0,Low,High,Single,19626.0,1.0,No,21.0,20.0,7.0,4.0,High
21.0,Rarely,Other,1.0,Low,1131.0,High,Female,70.0,Low,Low,Single,2070.0,1.0,Yes,2.0,2.0,2.0,2.0,Low
39.0,Never,Other,9.0,Medium,1132.0,High,Male,70.0,High,Low,Single,6782.0,1.0,No,9.0,5.0,4.0,0.0,Low
36.0,Never,Other,18.0,High,1133.0,Low,Male,78.0,High,Low,Single,7779.0,1.0,No,18.0,11.0,9.0,0.0,High
31.0,Frequently,Other,20.0,Medium,,High,Male,67.0,High,Low,Married,2791.0,1.0,No,,2.0,2.0,2.0,High
28.0,Rarely,Other,2.0,Low,1136.0,Low,Male,67.0,Low,Low,Married,3201.0,1.0,No,6.0,5.0,3.0,0.0,Low
35.0,Frequently,Other,,Low,1137.0,High,Male,54.0,High,Low,Single,4968.0,1.0,No,,5.0,2.0,0.0,High
49.0,Rarely,Other,8.0,High,1138.0,High,Male,56.0,Low,,Married,13120.0,1.0,No,22.0,9.0,8.0,2.0,Low
34.0,Frequently,Other,2.0,Low,1140.0,High,Male,95.0,High,Low,Single,4033.0,1.0,No,5.0,3.0,2.0,0.0,High
29.0,Frequently,Other,10.0,Medium,1143.0,High,Female,61.0,High,Low,Single,3291.0,1.0,No,8.0,7.0,5.0,1.0,Low
42.0,Rarely,Other,29.0,Medium,1148.0,Low,Male,56.0,Low,Low,Single,4272.0,1.0,No,16.0,1.0,0.0,0.0,High
29.0,Rarely,Other,8.0,Low,1150.0,Low,Male,79.0,Low,Low,Married,5056.0,1.0,Yes,10.0,10.0,7.0,1.0,High
38.0,Rarely,Other,1.0,Medium,1152.0,High,Male,37.0,High,Low,Married,2844.0,1.0,No,7.0,7.0,6.0,5.0,High
28.0,Frequently,Other,6.0,Medium,1154.0,High,Male,,Low,Low,Single,2703.0,1.0,Yes,3.0,3.0,1.0,0.0,High
18.0,Never,Other,8.0,,1156.0,High,Male,80.0,High,Low,Single,1904.0,0.0,No,0.0,0.0,0.0,0.0,High
33.0,Rarely,Other,9.0,High,1157.0,Low,Female,77.0,High,Low,Single,8224.0,1.0,Yes,,5.0,2.0,0.0,Low
41.0,Rarely,Other,12.0,High,1158.0,Low,Male,46.0,High,Low,Married,4766.0,1.0,Yes,6.0,1.0,0.0,0.0,High
31.0,Frequently,Other,15.0,Medium,1160.0,High,Male,72.0,High,Low,Married,2610.0,1.0,No,2.0,2.0,2.0,2.0,High
37.0,Rarely,Other,25.0,Low,1161.0,High,Female,52.0,Low,Low,Single,5731.0,1.0,No,9.0,6.0,2.0,1.0,High
27.0,Rarely,Other,6.0,Medium,1162.0,High,Male,55.0,Low,Low,Married,2539.0,1.0,No,4.0,4.0,2.0,2.0,High
34.0,Rarely,Other,9.0,Low,1163.0,Low,Female,70.0,High,Low,Married,5714.0,1.0,No,6.0,6.0,5.0,1.0,High
35.0,Rarely,Other,8.0,High,1164.0,High,Male,100.0,High,Low,Single,4323.0,1.0,No,6.0,5.0,4.0,1.0,High
29.0,Rarely,Other,23.0,Low,1165.0,High,Female,45.0,Low,Medium,Married,7336.0,1.0,No,11.0,11.0,8.0,3.0,Low
40.0,Frequently,Other,9.0,High,1166.0,,,88.0,High,Medium,Single,13499.0,1.0,No,20.0,18.0,7.0,2.0,High
42.0,Frequently,Other,12.0,Medium,1167.0,High,Male,44.0,High,High,Single,13758.0,1.0,Yes,22.0,21.0,9.0,13.0,Low
42.0,,Other,4.0,High,1171.0,Low,Male,45.0,High,Low,Single,5155.0,1.0,No,9.0,6.0,4.0,1.0,Low
35.0,Rarely,Other,1.0,High,1172.0,High,Male,58.0,Low,Low,Married,2258.0,1.0,No,10.0,8.0,0.0,1.0,High
24.0,Rarely,Other,24.0,Medium,1173.0,High,Male,49.0,High,Low,Single,3597.0,1.0,No,6.0,4.0,3.0,1.0,Low
28.0,Rarely,Other,12.0,Low,1175.0,High,Female,79.0,High,Low,Married,2515.0,1.0,Yes,1.0,1.0,1.0,0.0,High
26.0,Rarely,Other,3.0,High,1177.0,Low,Male,82.0,High,Low,Married,4420.0,1.0,No,8.0,8.0,7.0,0.0,High
30.0,Rarely,Other,10.0,Medium,1179.0,High,Male,72.0,Low,Low,Married,6578.0,1.0,No,10.0,10.0,3.0,1.0,High
40.0,Frequently,Other,26.0,Low,1180.0,High,Female,92.0,Low,Low,Married,4422.0,1.0,Yes,16.0,1.0,1.0,0.0,High
35.0,Rarely,Other,,Medium,1182.0,High,Male,44.0,Low,Medium,Single,10274.0,1.0,No,15.0,7.0,7.0,6.0,Low
34.0,Frequently,Other,1.0,Medium,1184.0,High,Male,97.0,Low,Low,Single,5343.0,1.0,No,14.0,13.0,9.0,4.0,Low
35.0,Frequently,Other,4.0,High,1185.0,High,Male,47.0,Low,Low,Married,2376.0,1.0,No,2.0,2.0,2.0,2.0,High
43.0,Rarely,Other,9.0,Medium,1188.0,Low,Female,85.0,Low,Low,Single,,1.0,No,7.0,4.0,3.0,1.0,High
32.0,Never,Other,2.0,Low,1190.0,High,Female,76.0,High,Low,Single,2827.0,1.0,No,1.0,1.0,0.0,0.0,Low
56.0,Rarely,Other,4.0,High,1191.0,High,Female,92.0,High,High,Single,19943.0,1.0,No,28.0,5.0,2.0,4.0,Low
29.0,Rarely,Other,6.0,Low,1192.0,Low,Female,54.0,High,Low,Married,3131.0,1.0,No,10.0,10.0,8.0,0.0,High
19.0,Rarely,Other,9.0,Low,1193.0,High,Male,54.0,High,Low,Single,2552.0,1.0,No,1.0,1.0,1.0,0.0,Low
45.0,,Other,7.0,Medium,1195.0,Low,,83.0,High,Low,Married,4477.0,1.0,Yes,7.0,3.0,2.0,0.0,High
37.0,Rarely,Other,1.0,Medium,1196.0,High,Female,56.0,Low,Low,Married,6474.0,1.0,No,14.0,14.0,8.0,3.0,High
20.0,Rarely,Other,3.0,Medium,1198.0,Low,Male,87.0,Low,Low,Single,3033.0,1.0,No,2.0,2.0,2.0,1.0,High
44.0,Rarely,Other,10.0,High,1200.0,High,Male,96.0,High,Low,Single,2936.0,1.0,Yes,6.0,6.0,4.0,0.0,High
53.0,Rarely,Other,7.0,Low,1201.0,High,Female,50.0,High,High,Single,18606.0,1.0,No,26.0,7.0,7.0,4.0,High
29.0,Rarely,Other,15.0,Low,1202.0,Low,Female,69.0,Low,Low,Married,2168.0,1.0,Yes,,5.0,4.0,1.0,High
22.0,Frequently,Other,3.0,High,1203.0,High,Male,48.0,Low,Low,Married,2853.0,1.0,Yes,1.0,0.0,0.0,0.0,High
46.0,Rarely,Other,2.0,Medium,1204.0,High,Female,69.0,High,High,Married,17048.0,1.0,No,28.0,26.0,15.0,15.0,Low
44.0,Never,Other,17.0,Medium,1206.0,High,Male,74.0,Low,Low,Single,2290.0,1.0,No,6.0,0.0,0.0,0.0,High
33.0,Rarely,Other,2.0,Medium,1207.0,Low,Male,99.0,High,Low,Married,3600.0,1.0,No,5.0,5.0,4.0,1.0,High
41.0,Never,Other,5.0,Low,1210.0,Low,Male,95.0,Low,Low,Single,2107.0,1.0,No,5.0,1.0,0.0,0.0,Low
30.0,Rarely,Other,29.0,High,1211.0,High,Male,61.0,High,Low,Single,4115.0,1.0,No,8.0,4.0,3.0,0.0,Low
40.0,Frequently,Other,2.0,High,1212.0,Low,Male,62.0,High,Low,Married,4327.0,1.0,No,5.0,0.0,0.0,0.0,Low
50.0,Frequently,Other,2.0,Medium,1215.0,High,Female,30.0,High,High,Married,17856.0,1.0,No,32.0,2.0,2.0,2.0,Low
28.0,Rarely,Other,19.0,High,1216.0,High,Male,78.0,Low,Low,Married,3196.0,1.0,No,6.0,6.0,5.0,3.0,Low
46.0,Rarely,Other,15.0,Low,1217.0,High,Male,52.0,High,High,Married,19081.0,1.0,No,25.0,4.0,2.0,0.0,Low
35.0,Rarely,Other,17.0,High,1218.0,High,Male,94.0,High,Low,Married,8966.0,1.0,Yes,15.0,7.0,7.0,1.0,Low
24.0,Rarely,Other,17.0,Low,1219.0,High,Female,97.0,High,Low,Married,2210.0,1.0,No,1.0,1.0,0.0,0.0,Low
33.0,Frequently,Other,25.0,Medium,1220.0,Low,Female,82.0,High,Low,Married,4539.0,1.0,No,10.0,10.0,7.0,0.0,High
36.0,Rarely,Other,6.0,High,1221.0,High,Male,60.0,Low,Low,Single,2741.0,1.0,No,7.0,7.0,7.0,1.0,High
30.0,Rarely,Other,7.0,High,1224.0,High,Male,49.0,High,Low,Single,3491.0,1.0,No,10.0,10.0,7.0,8.0,High
44.0,Rarely,Other,29.0,High,1225.0,High,Male,32.0,High,Low,Single,4541.0,1.0,No,20.0,20.0,11.0,13.0,High
20.0,Rarely,Other,21.0,Medium,1226.0,High,Male,43.0,High,Low,Single,2678.0,1.0,No,2.0,2.0,1.0,2.0,High
46.0,Rarely,Other,2.0,High,1228.0,High,Male,60.0,High,Low,Single,7379.0,1.0,No,12.0,6.0,3.0,1.0,High
42.0,Never,Other,2.0,High,1231.0,High,Male,79.0,High,Low,Married,6272.0,1.0,No,10.0,4.0,3.0,0.0,Low
60.0,Rarely,Other,7.0,High,1233.0,Low,Male,52.0,High,Low,Single,5220.0,1.0,Yes,12.0,11.0,7.0,1.0,High
32.0,Frequently,Other,13.0,Medium,1234.0,High,Female,77.0,Low,Low,Married,2743.0,1.0,No,2.0,2.0,2.0,2.0,Low
32.0,Frequently,Other,2.0,Low,1235.0,High,Female,38.0,High,Low,Single,4998.0,1.0,Yes,10.0,8.0,7.0,0.0,High
36.0,Rarely,Other,1.0,Medium,1237.0,High,Female,77.0,Low,Medium,Single,10252.0,1.0,Yes,17.0,7.0,7.0,7.0,Low
33.0,Rarely,Other,9.0,Medium,1238.0,Low,Male,60.0,High,Low,Married,2781.0,1.0,No,15.0,14.0,10.0,4.0,High
40.0,Rarely,Other,10.0,Medium,1239.0,Low,Female,84.0,Low,Low,Single,6852.0,1.0,No,7.0,5.0,1.0,1.0,Low
25.0,Rarely,Other,10.0,High,1240.0,High,Male,57.0,High,Low,Single,4950.0,1.0,No,5.0,4.0,3.0,1.0,High
30.0,Rarely,Other,1.0,Medium,1241.0,High,Male,63.0,High,Low,Married,3579.0,1.0,Yes,12.0,11.0,9.0,5.0,Low
42.0,Frequently,Other,26.0,High,1242.0,Low,Female,60.0,High,Medium,Married,13191.0,1.0,Yes,20.0,1.0,0.0,0.0,Low
35.0,Never,Other,8.0,Low,1243.0,High,Female,78.0,Low,Medium,Married,10377.0,1.0,Yes,16.0,13.0,2.0,4.0,High
27.0,Rarely,Other,14.0,Medium,1244.0,Low,Male,42.0,High,Low,Married,2235.0,1.0,Yes,9.0,9.0,7.0,6.0,Low
54.0,Frequently,Other,1.0,High,1245.0,High,Female,53.0,High,Medium,Single,10502.0,1.0,No,33.0,5.0,4.0,1.0,High
44.0,Rarely,Other,2.0,Low,1246.0,Low,Female,72.0,High,Low,Married,2011.0,1.0,No,10.0,10.0,5.0,7.0,High
19.0,Never,Other,10.0,Medium,1248.0,Low,Female,96.0,Low,Low,Single,1859.0,1.0,Yes,1.0,1.0,1.0,0.0,Low
29.0,Rarely,Other,1.0,Medium,1249.0,Low,Female,97.0,,Low,Single,3760.0,1.0,No,3.0,3.0,2.0,1.0,High
54.0,,Other,3.0,Medium,1250.0,High,Male,85.0,High,High,Married,17779.0,1.0,No,36.0,10.0,9.0,0.0,High
31.0,Rarely,Other,11.0,Low,1251.0,,Male,80.0,High,Low,Married,6833.0,1.0,Yes,6.0,6.0,5.0,0.0,Low
31.0,Rarely,Other,24.0,Medium,1252.0,High,Female,96.0,Low,,Single,6812.0,1.0,No,10.0,10.0,9.0,1.0,Low
59.0,Rarely,Other,3.0,Medium,1254.0,High,Female,48.0,Low,Low,Single,5171.0,1.0,No,13.0,6.0,1.0,0.0,High
43.0,Rarely,Other,3.0,Medium,1255.0,High,Male,96.0,Low,High,Married,19740.0,1.0,No,25.0,8.0,7.0,0.0,High
49.0,Rarely,Other,4.0,Low,1256.0,Low,Male,85.0,Low,High,Married,18711.0,1.0,No,23.0,1.0,0.0,0.0,High
36.0,Frequently,Other,,Medium,1257.0,High,Male,46.0,High,Low,Married,3692.0,1.0,No,12.0,11.0,10.0,0.0,Low
48.0,Rarely,Other,2.0,Low,1258.0,High,Male,76.0,High,Low,Single,2559.0,1.0,No,7.0,1.0,0.0,0.0,Low
27.0,Rarely,Other,4.0,Low,1259.0,Low,Male,76.0,High,Low,Single,2517.0,1.0,No,5.0,5.0,3.0,0.0,High
29.0,Rarely,Other,7.0,Medium,1260.0,High,Male,82.0,High,Low,Single,6623.0,1.0,Yes,6.0,6.0,0.0,1.0,High
48.0,Rarely,Other,1.0,Medium,1263.0,High,Male,76.0,Low,High,Single,18265.0,1.0,No,25.0,1.0,0.0,0.0,High
29.0,Rarely,Other,1.0,Medium,1264.0,High,Female,87.0,Low,High,Single,16124.0,1.0,No,9.0,7.0,7.0,1.0,High
34.0,Rarely,Other,20.0,Medium,1265.0,High,,89.0,High,Low,Married,2585.0,1.0,No,2.0,1.0,0.0,0.0,High
44.0,Rarely,Other,5.0,Medium,1267.0,Low,Male,88.0,High,High,Married,18213.0,1.0,No,26.0,22.0,9.0,3.0,Low
33.0,Rarely,Other,10.0,High,1268.0,High,Male,82.0,High,Medium,Single,8380.0,1.0,Yes,10.0,9.0,8.0,0.0,High
19.0,Rarely,Other,25.0,Medium,1269.0,Low,Female,57.0,High,Low,Single,2994.0,1.0,Yes,1.0,1.0,0.0,0.0,High
23.0,Rarely,Other,1.0,Low,1270.0,High,Male,47.0,High,Low,Married,1223.0,1.0,No,1.0,1.0,0.0,0.0,High
25.0,Frequently,Other,24.0,Low,1273.0,High,Male,73.0,Low,Low,Single,1118.0,1.0,Yes,1.0,1.0,0.0,1.0,High
26.0,Rarely,Other,4.0,Low,1275.0,High,Male,53.0,High,Low,Single,2875.0,1.0,Yes,8.0,8.0,5.0,2.0,High
45.0,Rarely,Other,2.0,Medium,1277.0,Low,Female,94.0,Low,High,Single,18824.0,1.0,Yes,26.0,24.0,10.0,1.0,Low
55.0,Never,Other,8.0,Low,1278.0,High,Male,37.0,Low,High,Single,13577.0,1.0,Yes,34.0,33.0,9.0,15.0,Low
21.0,Frequently,Other,10.0,Low,1279.0,Low,Female,45.0,Low,Low,Single,2625.0,1.0,No,2.0,2.0,2.0,2.0,High
46.0,Rarely,Other,4.0,Low,1280.0,High,Female,33.0,Low,High,Married,18789.0,1.0,No,26.0,11.0,4.0,0.0,Low
34.0,Rarely,Other,2.0,Medium,1281.0,High,Female,86.0,High,Low,Single,4538.0,1.0,Yes,4.0,3.0,2.0,0.0,Low
51.0,Frequently,Other,9.0,Medium,1282.0,High,Male,83.0,High,High,Single,19847.0,1.0,Yes,31.0,29.0,10.0,11.0,Low
59.0,Rarely,Other,18.0,High,1283.0,High,Male,67.0,High,Medium,Single,10512.0,1.0,No,25.0,9.0,7.0,5.0,High
34.0,Frequently,Other,19.0,Medium,1285.0,High,Female,46.0,High,Low,Single,4444.0,1.0,No,15.0,11.0,8.0,5.0,Low
28.0,Frequently,Other,1.0,High,1286.0,High,Male,44.0,High,Low,Single,2154.0,1.0,Yes,5.0,4.0,2.0,0.0,High
44.0,Rarely,Other,4.0,Low,1288.0,High,Male,92.0,High,High,Single,19190.0,1.0,No,26.0,25.0,9.0,14.0,Low
34.0,Frequently,Other,11.0,Medium,1289.0,High,Male,56.0,Low,Low,Married,4490.0,1.0,No,14.0,10.0,9.0,1.0,Low
35.0,Rarely,Other,6.0,Low,1291.0,High,Male,66.0,High,Low,Married,3506.0,1.0,Yes,4.0,3.0,2.0,2.0,High
42.0,Rarely,Other,7.0,High,1292.0,Low,Female,78.0,High,Low,Married,2372.0,1.0,Yes,18.0,1.0,0.0,0.0,Low
43.0,Rarely,Other,4.0,High,1293.0,High,Female,56.0,Low,Medium,Single,10231.0,1.0,No,23.0,21.0,7.0,15.0,High
36.0,Rarely,Other,2.0,High,1294.0,High,Female,53.0,High,Low,Single,5410.0,1.0,Yes,18.0,16.0,14.0,5.0,Low
44.0,Rarely,Other,15.0,Medium,1295.0,Low,Female,73.0,High,Medium,Married,7978.0,1.0,No,10.0,10.0,7.0,0.0,High
28.0,Frequently,Other,2.0,Medium,1296.0,High,Male,52.0,Low,Low,Married,3867.0,1.0,Yes,2.0,2.0,2.0,2.0,High
51.0,Frequently,Other,6.0,Low,1297.0,Low,Female,40.0,Low,Low,Single,2838.0,1.0,No,8.0,7.0,0.0,7.0,High
30.0,Never,Other,9.0,Low,1298.0,High,Female,72.0,High,Low,Single,4695.0,1.0,Yes,10.0,8.0,4.0,1.0,High
29.0,Rarely,Other,7.0,Medium,1299.0,Low,Female,39.0,High,Low,Single,3339.0,1.0,Yes,10.0,7.0,7.0,7.0,High
28.0,Rarely,Other,1.0,Medium,1301.0,,Male,84.0,High,Low,Single,2080.0,1.0,No,5.0,3.0,2.0,1.0,Low
25.0,Rarely,Other,1.0,Medium,1303.0,High,Female,40.0,High,Low,Single,2096.0,1.0,No,2.0,2.0,2.0,2.0,Low
32.0,Rarely,Other,8.0,Medium,1304.0,High,Male,56.0,High,Low,Married,6209.0,1.0,No,10.0,10.0,7.0,0.0,High
45.0,Frequently,Other,25.0,Medium,1306.0,Low,Female,83.0,High,High,Single,18061.0,,No,22.0,0.0,0.0,0.0,Low
39.0,Rarely,Other,,High,1307.0,High,Female,94.0,Low,High,Single,17123.0,1.0,Yes,21.0,19.0,9.0,15.0,Low
58.0,Rarely,Other,23.0,,1308.0,Low,Male,88.0,High,Low,Single,2372.0,1.0,No,2.0,2.0,2.0,2.0,High
32.0,Rarely,Other,7.0,Low,1309.0,High,Male,79.0,High,Low,Married,4883.0,1.0,No,10.0,10.0,4.0,1.0,High
39.0,Rarely,Other,23.0,Medium,1310.0,High,Male,93.0,High,Low,Single,3904.0,1.0,No,6.0,5.0,2.0,0.0,Low
30.0,Rarely,Other,6.0,,1311.0,Low,Female,48.0,Low,Low,Married,4627.0,1.0,No,10.0,9.0,2.0,6.0,High
36.0,Rarely,Other,10.0,,1312.0,,Female,63.0,High,Medium,Married,7094.0,1.0,No,10.0,7.0,7.0,1.0,High
46.0,Rarely,Other,1.0,Low,1314.0,,Female,44.0,High,Low,Single,3423.0,1.0,No,10.0,7.0,6.0,5.0,Low
28.0,Never,Other,1.0,Medium,1315.0,High,Female,55.0,Low,Low,Married,6674.0,1.0,No,10.0,9.0,8.0,7.0,High
50.0,Rarely,Other,28.0,Medium,1317.0,High,Female,43.0,High,High,Married,16880.0,1.0,Yes,25.0,3.0,2.0,1.0,Low
40.0,Rarely,Other,25.0,High,1318.0,High,Male,57.0,Low,Medium,Single,9094.0,1.0,Yes,9.0,5.0,4.0,1.0,Low
52.0,Rarely,Other,5.0,Medium,1319.0,Low,Male,64.0,High,Medium,Single,8446.0,1.0,Yes,10.0,8.0,7.0,7.0,Low
30.0,Rarely,Other,17.0,High,1321.0,Low,Female,95.0,High,Medium,Married,11916.0,1.0,Yes,9.0,9.0,1.0,0.0,Low
39.0,Rarely,Other,18.0,Low,1322.0,,Male,32.0,High,Low,Single,4534.0,1.0,No,9.0,8.0,7.0,1.0,High
31.0,Never,Other,2.0,High,1324.0,High,Female,57.0,High,Medium,Single,9852.0,1.0,Yes,10.0,10.0,8.0,9.0,High
41.0,Never,Other,10.0,Low,1329.0,High,Male,40.0,Low,Low,Single,6151.0,1.0,No,19.0,19.0,2.0,11.0,Low
31.0,Frequently,Other,1.0,Medium,1331.0,High,Female,54.0,High,Low,Single,2302.0,1.0,Yes,3.0,3.0,2.0,2.0,Low
44.0,Rarely,Other,3.0,Medium,1333.0,Low,,89.0,High,Low,Married,2362.0,1.0,No,10.0,3.0,2.0,1.0,Low
42.0,Never,,2.0,Low,1334.0,High,Male,37.0,High,High,Married,17861.0,1.0,Yes,21.0,20.0,8.0,2.0,High
55.0,Rarely,Other,2.0,Low,1336.0,High,Female,58.0,Low,High,Married,19187.0,1.0,No,23.0,19.0,9.0,9.0,High
56.0,Rarely,Other,8.0,High,1338.0,High,Male,99.0,High,High,Single,19717.0,1.0,No,36.0,7.0,3.0,7.0,
40.0,Never,Other,16.0,Low,1340.0,High,Male,74.0,High,Low,Single,3544.0,1.0,No,6.0,4.0,2.0,0.0,High
34.0,Rarely,Other,9.0,Medium,1344.0,High,Male,86.0,High,Medium,Single,8500.0,1.0,No,10.0,9.0,7.0,1.0,High
40.0,Rarely,Other,2.0,Medium,1346.0,High,Male,98.0,High,Low,Single,4661.0,1.0,No,9.0,9.0,8.0,8.0,High
41.0,Frequently,Other,1.0,Medium,1349.0,High,Female,66.0,High,Low,Single,4103.0,1.0,No,10.0,9.0,3.0,1.0,Low
35.0,Frequently,Other,4.0,High,1350.0,High,Male,87.0,High,Low,Single,4249.0,1.0,Yes,9.0,9.0,6.0,1.0,High
51.0,Rarely,Other,5.0,Medium,1352.0,High,Male,84.0,High,High,Single,14026.0,1.0,Yes,33.0,33.0,9.0,0.0,Low
38.0,Rarely,Other,2.0,Low,1355.0,Low,Female,31.0,High,Low,Single,6893.0,1.0,No,11.0,7.0,7.0,1.0,Low
34.0,Rarely,Other,15.0,Low,1356.0,High,Female,66.0,High,Low,Single,6125.0,1.0,No,10.0,10.0,8.0,9.0,Low
25.0,Rarely,Other,19.0,Low,1358.0,High,Male,67.0,High,Low,Married,3669.0,1.0,,,3.0,2.0,1.0,High
58.0,Rarely,Other,7.0,High,1360.0,High,Female,53.0,Low,Medium,Married,10008.0,1.0,Yes,31.0,10.0,9.0,5.0,Low
40.0,Rarely,Other,1.0,High,1361.0,Low,Male,88.0,High,Low,Married,2387.0,1.0,No,7.0,4.0,2.0,0.0,Low
36.0,Frequently,Other,7.0,Medium,1362.0,Low,Female,83.0,High,Low,Married,4639.0,1.0,No,17.0,15.0,7.0,6.0,Low
48.0,Rarely,Other,4.0,Medium,1363.0,High,Male,54.0,High,Medium,Single,7898.0,1.0,No,11.0,10.0,9.0,0.0,High
27.0,Rarely,Other,11.0,Medium,1364.0,High,Female,98.0,High,Low,Married,2534.0,1.0,No,5.0,1.0,0.0,0.0,High
51.0,Rarely,Other,11.0,Low,1367.0,High,Female,82.0,Low,High,Single,13142.0,1.0,No,29.0,5.0,2.0,0.0,Low
18.0,Never,Other,1.0,Medium,1368.0,High,Female,97.0,High,Low,Single,1611.0,0.0,No,0.0,0.0,0.0,0.0,High
35.0,Rarely,Other,1.0,Medium,1369.0,High,Female,60.0,Low,Low,Married,5363.0,1.0,No,10.0,9.0,7.0,0.0,High
27.0,Frequently,Other,2.0,Low,1371.0,High,Male,43.0,Low,Low,Single,5071.0,1.0,No,8.0,6.0,2.0,0.0,High
55.0,Rarely,Other,13.0,High,1372.0,Low,Male,85.0,High,High,Single,13695.0,1.0,Yes,24.0,19.0,7.0,3.0,High
56.0,Rarely,Other,23.0,Medium,1373.0,High,Male,68.0,High,High,Married,13402.0,1.0,Yes,33.0,19.0,16.0,15.0,
34.0,Never,Other,26.0,Low,1374.0,Low,Female,92.0,Low,Low,Single,2029.0,1.0,No,5.0,5.0,4.0,0.0,High
40.0,Rarely,Other,2.0,Low,1375.0,Low,Female,89.0,High,Low,Single,6377.0,1.0,No,15.0,12.0,11.0,11.0,High
34.0,Rarely,Other,29.0,Medium,1377.0,Low,Male,86.0,High,Low,Married,5429.0,1.0,No,10.0,8.0,7.0,7.0,High
31.0,Frequently,Other,2.0,Medium,1379.0,High,Female,90.0,Low,Low,Single,2785.0,1.0,No,3.0,1.0,0.0,0.0,High
35.0,Frequently,Other,18.0,High,1380.0,High,Female,67.0,High,Low,Married,4614.0,1.0,Yes,5.0,4.0,2.0,3.0,High
