Song,Duration,ExplicitContent,Year,Popularity,Danceability,Intensity,Loudness,SpokenWords,Acousticness,Instrumentalness,Liveness,Tempo,Genre
Love (Musiq Soulchild),304666.0,False,2000.0,Low,0.569,0.385,-9.919,No,0.342,0.0,0.0876,99.738,Pop
21 Seconds (So Solid Crew),302826.0,True,2001.0,Low,0.607,0.637,,Yes,0.0191,0.0,0.124,137.03,Rock
Eternity (Robbie Williams),302760.0,False,2001.0,Low,0.469,0.316,-8.106,No,0.504,6.04e-06,0.0919,77.967,Pop
Romeo (Basement Jaxx),217493.0,False,2001.0,Low,0.713,0.8290000000000001,-4.171,No,0.007690000000000001,0.00203,0.139,126.853,
Southern Hospitality (Featuring Pharrell) (Ludacris),300933.0,True,2000.0,Low,0.623,0.8959999999999999,-4.718999999999999,Yes,0.035,0.0,0.0941,95.15799999999999,Pop
Rise (Gabrielle),219093.0,False,2001.0,High,0.5579999999999999,0.48100000000000004,-9.487,No,0.315,8.83e-06,0.09,144.673,Pop
Ride Wit Me (Nelly),291781.0,True,2000.0,High,0.85,0.7,-6.49,No,0.0616,1.8000000000000001e-06,0.244,101.875,Pop
I'm a Thug (Trick Daddy),254400.0,True,2001.0,Low,0.9329999999999999,0.561,-5.961,Yes,0.0275,0.0,0.102,139.976,Pop
Sing (Travis),228800.0,False,2001.0,High,0.33,0.905,-5.047,No,0.000233,8.14e-06,0.0712,163.142,Pop
Izzo (H.O.V.A.) (JAY-Z),240626.0,True,2001.0,High,0.618,0.8440000000000001,-4.051,Yes,0.0178,0.000126,0.0634,84.411,Rock
Out Of Reach (Gabrielle),196986.0,False,2001.0,High,0.51,0.48,-6.567,No,0.503,0.0,0.106,182.862,Pop
Heaven Is a Halfpipe (If I Die) (OPM),257426.0,True,2000.0,Low,0.743,0.894,-6.886,No,0.0755,0.00283,0.36700000000000005,95.9,Rock
Crazy (K-Ci & JoJo),262773.0,False,2019.0,Low,0.68,0.644,-4.507,No,0.084,0.0,0.5489999999999999,116.09700000000001,Pop
It's Been Awhile (Staind),264706.0,True,2001.0,High,0.509,0.774,-4.053999999999999,No,0.0018899999999999998,0.000549,0.14300000000000002,116.529,Rock
No More (Baby I'ma Do Right) (3LW),263440.0,False,2000.0,Low,0.721,0.723,-7.08,No,0.102,4.4e-06,0.0651,,Pop
Differences (Ginuwine),265533.0,False,2001.0,High,0.562,0.594,-4.578,No,0.318,0.0,0.311,62.876000000000005,Pop
Gone (*NSYNC),292000.0,False,2001.0,Low,0.6990000000000001,0.40299999999999997,-8.564,No,0.42100000000000004,0.0,0.126,113.92200000000001,Pop
Hanging By A Moment (Lifehouse),216360.0,False,2000.0,High,0.537,0.858,-4.9030000000000005,No,0.0009660000000000001,0.0,0.0812,124.59899999999999,Pop
Dilemma (Nelly),289160.0,True,2002.0,High,0.727,0.552,-8.074,Yes,0.22699999999999998,0.000164,0.198,168.18900000000002,Pop
Without Me (Eminem),290320.0,True,2002.0,High,0.9079999999999999,0.669,-2.827,No,0.00286,0.0,0.237,112.238,Rock
Complicated (Avril Lavigne),244506.0,False,2002.0,High,0.585,0.7759999999999999,-5.898,No,0.0572,7.74e-06,0.3,77.987,Pop
A Thousand Miles (Vanessa Carlton),237493.0,False,2002.0,High,0.56,,-3.862,No,0.32299999999999995,0.0,0.161,94.931,Pop
Wherever You Will Go (The Calling),208600.0,False,2001.0,High,0.5579999999999999,0.7190000000000001,-5.113,No,0.0367,0.0,0.115,112.027,Pop
Underneath Your Clothes (Shakira),224066.0,False,2001.0,High,0.616,0.597,-5.327999999999999,No,0.691,0.0,0.10400000000000001,165.50799999999998,Pop
Underneath It All (No Doubt),302720.0,False,2001.0,Low,0.7290000000000001,0.731,-4.822,No,0.23199999999999998,1.57e-06,0.391,138.202,Pop
Addictive (Truth Hurts),226440.0,True,2002.0,Low,0.701,0.677,-6.591,Yes,0.0737,0.000162,0.187,99.271,Pop
I Know What You Want (feat. Flipmode Squad) (Busta Rhymes),324306.0,True,2002.0,High,0.648,0.759,-4.315,Yes,0.0142,0.0,0.648,85.99600000000001,Pop
'Till I Collapse (Eminem),297786.0,True,2002.0,High,0.5479999999999999,0.847,-3.237,Yes,0.0622,0.0,0.0816,171.447,Rock
"I Need a Girl (Pt. 2) [feat. Loon, Ginuwine & Mario Winans] (Diddy)",285586.0,False,2004.0,High,0.713,0.47100000000000003,-7.392,Yes,0.42100000000000004,0.0,0.0308,199.764,Pop
When You Look At Me - Radio Edit (Christina Milian),222546.0,False,2001.0,High,0.955,0.8390000000000001,-3.3989999999999996,Yes,0.0934,0.000175,0.099,108.955,
Die Another Day (Madonna),276360.0,False,2003.0,Low,0.792,0.797,-5.166,No,0.062,0.00325,0.0896,123.993,Pop
I'm Gonna Be Alright (feat. Nas) (Jennifer Lopez),172240.0,False,2002.0,Low,0.718,0.69,-4.382,Yes,0.106,0.0,0.271,93.40100000000001,Pop
If I Could Go! (feat. Lil' Mo & Sacario) (Angie Martinez),244466.0,False,2019.0,Low,0.583,0.643,-7.486000000000001,Yes,0.171,0.0,0.0395,195.685,Pop
In the End (Linkin Park),216880.0,False,2000.0,High,0.556,0.8640000000000001,-5.87,No,0.00958,0.0,0.209,105.14299999999999,Rock
The Ketchup Song (Aserejé) - Spanglish Version (Las Ketchup),213973.0,False,2002.0,High,0.607,0.9229999999999999,-6.777,No,0.0193,1.1e-06,0.0924,184.81900000000002,Rock
Rock The Boat (Aaliyah),275026.0,False,2019.0,Low,0.6409999999999999,0.72,-5.209,No,0.0688,0.00286,0.193,92.988,Pop
Kiss Kiss (Holly Valance),204400.0,False,2002.0,Low,0.705,0.7170000000000001,-4.944,Yes,0.0036899999999999997,0.461,0.0701,97.036,Pop
Round Round (Sugababes),236426.0,False,2002.0,Low,0.74,0.845,-3.802,No,0.0028699999999999997,6.23e-06,0.115,126.60700000000001,Pop
Tainted Love (Marilyn Manson),200426.0,False,2003.0,High,0.622,0.8759999999999999,-7.779,No,0.00107,1.83e-06,0.292,142.017,Rock
What About Us? (Brandy),253200.0,False,2002.0,Low,0.6859999999999999,0.698,-2.9419999999999997,Yes,0.263,0.0,0.39,93.118,Pop
Hero (feat. Josey Scott) (Chad Kroeger),200480.0,False,2003.0,High,0.42700000000000005,0.843,-4.54,No,0.00216,0.0,0.179,147.387,Rock
Overprotected - Radio Edit (Britney Spears),198600.0,False,2001.0,High,0.682,0.894,-1.73,No,0.0381,0.0,0.41600000000000004,95.992,Pop
The Logical Song (Scooter),234116.0,False,2013.0,Low,0.527,0.9329999999999999,-6.277,No,0.00112,0.0362,0.425,144.043,Pop
4 My People (feat. Eve) (Missy Elliott),289373.0,True,2001.0,Low,0.9690000000000001,0.701,-7.502999999999999,Yes,0.14,0.00161,0.201,121.39200000000001,Pop
More Than A Woman (Aaliyah),230346.0,False,2002.0,Low,0.6459999999999999,0.638,-5.803,No,0.0556,0.0014,0.182,86.994,Pop
Full Moon (Brandy),248933.0,False,2002.0,Low,0.611,0.654,-4.823,Yes,0.37200000000000005,,0.0926,105.92200000000001,Pop
One Love (Blue),207186.0,False,2002.0,High,0.6829999999999999,0.722,-4.039,No,0.0243,4.2e-05,0.35,95.012,Pop
Pass The Courvoisier Part II (feat. P. Diddy & Pharrell) - Remix (Busta Rhymes),238600.0,True,2001.0,Low,0.6970000000000001,0.7929999999999999,-4.699,Yes,0.0844,0.0,0.0619,89.76700000000001,Pop
A New Day Has Come - Radio Remix (Céline Dion),259773.0,False,2001.0,Low,0.574,0.691,-5.103,No,0.0826,1.65e-05,0.149,91.969,Pop
Nessaja (Scooter),208449.0,False,2013.0,Low,0.486,0.904,-6.642,No,0.0007480000000000001,0.0984,0.187,143.048,Pop
Gangsta Lovin' (Eve),239266.0,True,2002.0,Low,0.723,0.84,-3.523,No,0.0619,0.0,0.0945,94.33200000000001,Pop
Move Bitch (Disturbing Tha Peace),272293.0,True,2002.0,Low,0.777,0.7509999999999999,-5.692,Yes,0.245,0.0,0.1,177.894,Pop
"My Neck, My Back (Lick It) (Khia)",222560.0,True,2015.0,Low,0.8590000000000001,0.625,-4.234,Yes,0.0296,0.0,0.0537,102.072,Pop
Oops (Oh My) [feat. Missy Elliott] (Tweet),237800.0,True,2002.0,High,0.66,0.536,-8.786,Yes,0.233,0.006690000000000001,0.111,159.963,Pop
Spinning Around (Kylie Minogue),207866.0,False,2000.0,Low,0.7609999999999999,0.662,-7.645,No,0.292,6.19e-05,0.0956,120.04299999999999,Pop
Hot In Herre (Nelly),228240.0,True,2002.0,High,0.956,0.745,-4.753,Yes,0.20600000000000002,0.0,0.0615,107.075,Pop
Anyone of Us (Stupid Mistake) (Gareth Gates),227866.0,False,2003.0,Low,0.7,0.72,-6.061,No,0.285,0.0,0.0845,106.986,Pop
Dirrty (feat. Redman) (Christina Aguilera),298853.0,False,2002.0,High,0.64,0.889,-3.073,Yes,0.107,0.0,0.33899999999999997,99.931,Pop
Uh Huh (B2K),223293.0,False,2002.0,Low,0.855,0.6809999999999999,-4.955,No,0.0881,3.7000000000000006e-06,0.0592,99.699,Pop
Freak Like Me (Sugababes),195866.0,False,2002.0,Low,0.517,0.919,-3.451,No,0.0996,1.81e-06,0.557,91.868,Pop
Days Go By (Dirty Vegas),432146.0,False,2002.0,Low,0.7859999999999999,0.853,-8.274,No,0.0499,0.0872,0.35,126.99,Rock
What's Luv? (feat. Ja-Rule & Ashanti) (Fat Joe),267093.0,True,2001.0,High,0.835,0.7070000000000001,-5.074,No,0.0219,2.1899999999999997e-05,0.10800000000000001,93.955,Pop
Just A Little (Liberty X),237359.0,False,2019.0,Low,0.7859999999999999,0.614,-6.553999999999999,No,0.0061600000000000005,0.0,0.049,103.887,Pop
Hella Good (No Doubt),242586.0,False,2001.0,Low,0.7709999999999999,0.665,-3.9539999999999997,No,0.0135,0.0123,0.0903,115.14200000000001,Pop
Luv U Better (LL Cool J),287000.0,False,2002.0,Low,0.6679999999999999,0.8059999999999999,-3.9,Yes,0.23199999999999998,0.0,0.18,95.022,Pop
Can't Stop (Red Hot Chili Peppers),269000.0,False,2002.0,High,0.618,0.938,-3.4419999999999997,No,0.0179,0.0,0.16699999999999998,91.455,Rock
Halfcrazy (Musiq Soulchild),254493.0,False,2002.0,Low,0.41200000000000003,0.77,-6.057,Yes,0.462,1.5e-06,0.0485,101.955,Pop
Gimme the Light (Sean Paul),228000.0,True,2002.0,Low,0.778,0.7609999999999999,-5.529,No,0.141,4.61e-05,0.0441,107.288,Pop
I Love You (Faith Evans),267160.0,False,2001.0,Low,0.489,0.757,-4.062,No,0.00981,0.0,0.23399999999999999,168.00400000000002,Pop
Down 4 U (Charli Baltimore),318213.0,True,2002.0,Low,0.64,0.59,-7.442,Yes,0.252,0.0,0.665,83.133,Pop
Love at First Sight (Kylie Minogue),238266.0,False,2001.0,Low,0.603,0.774,-6.066,No,0.0288,0.051,0.0533,124.994,Pop
Nothin' (N.O.R.E.),264653.0,True,2002.0,Low,0.7909999999999999,0.863,-6.117999999999999,Yes,0.317,1.13e-06,0.27,97.035,Pop
Unchained Melody (Gareth Gates),233666.0,False,2003.0,Low,0.368,0.426,-8.049,No,0.255,5.39e-06,0.10800000000000001,106.52,Pop
I Need a Girl (Pt. 1) [feat. Usher & Loon] (Diddy),268800.0,False,2005.0,High,0.66,0.7070000000000001,-5.757999999999999,Yes,0.397,0.0,0.21100000000000002,89.279,Pop
Nu Flow (Big Brovaz),201480.0,False,2001.0,Low,0.7829999999999999,0.726,-8.718,Yes,0.0903,2.53e-06,0.363,148.062,Pop
Hey Baby (No Doubt),207040.0,False,2001.0,Low,0.705,0.872,-3.557,Yes,0.0602,0.0,0.228,93.63,Pop
Baby (Ashanti),265706.0,True,2002.0,Low,0.5670000000000001,0.58,-5.757000000000001,Yes,0.0084,5.37e-06,0.0342,157.596,Pop
Murder On The Dancefloor (Sophie Ellis-Bextor),230013.0,False,2002.0,High,0.7340000000000001,0.848,-5.285,No,0.00312,1.1599999999999999e-05,0.313,117.31,Pop
Like I Love You (Justin Timberlake),283626.0,False,2002.0,High,0.853,0.8109999999999999,-4.927,No,0.0439,0.000307,0.0703,114.964,Pop
Rainy Dayz (Mary J. Blige),276373.0,False,2001.0,Low,0.41200000000000003,0.667,-6.997000000000001,Yes,0.195,0.0,0.305,68.942,Pop
Caught in the Middle (A1),206466.0,False,2001.0,Low,0.519,0.8740000000000001,-5.122000000000001,No,0.0524,0.0,0.243,96.072,Pop
Cleanin' Out My Closet (Eminem),297840.0,True,2002.0,High,0.9079999999999999,0.758,-4.753,Yes,0.0687,0.0,0.0783,148.015,Rock
Happy (Ashanti),262226.0,True,2002.0,High,0.727,0.515,-6.553,No,0.24100000000000002,3.74e-06,0.124,89.488,Pop
Born to Try (Delta Goodrem),251280.0,False,2003.0,Low,0.542,0.589,-6.813,No,0.24600000000000002,0.0,0.188,133.838,Pop
Get the Party Started (P!nk),192533.0,False,2001.0,High,0.802,0.903,-3.267,No,0.0011,0.0,0.17300000000000001,128.93,Pop
A Woman's Worth (Alicia Keys),303333.0,False,2001.0,Low,0.652,0.41,-8.323,Yes,0.33299999999999996,0.0,0.064,75.09,Pop
Gotta Get Thru This - D'N'D Radio Edit (Daniel Bedingfield),161240.0,False,2002.0,Low,0.838,0.764,-5.0760000000000005,No,0.0862,0.000122,0.0906,133.592,Pop
Clocks (Coldplay),307879.0,False,2002.0,High,0.5770000000000001,0.7490000000000001,-7.215,No,0.599,0.0115,0.183,130.97,Pop
Work It (Missy Elliott),263226.0,True,2002.0,High,0.884,0.677,-5.603,Yes,0.0778,0.0,0.0732,101.868,Pop
If Tomorrow Never Comes (Ronan Keating),214306.0,False,2002.0,High,0.555,0.496,-6.136,No,0.33299999999999996,0.0,0.0956,79.01,Pop
Still Fly (Big Tymers),335613.0,True,2002.0,High,0.675,0.607,-3.5380000000000003,Yes,0.0302,8.97e-06,0.33899999999999997,177.928,Pop
My Sacrifice (Creed),294600.0,False,2001.0,High,0.32,0.88,-6.035,No,0.000101,4.31e-06,0.076,146.349,Pop
Always On Time (Ja Rule),245133.0,True,2001.0,High,0.8390000000000001,0.706,-6.104,Yes,0.20800000000000002,0.0,0.242,96.67299999999999,Pop
Foolish (Ashanti),227386.0,True,2002.0,High,0.665,0.695,-5.763,No,0.34700000000000003,0.0,0.106,90.119,Pop
Sk8er Boi (Avril Lavigne),204000.0,False,2002.0,High,0.48700000000000004,0.9,-4.417,No,6.790000000000001e-05,0.0,0.358,149.937,Pop
Heaven (DJ Sammy),233600.0,False,2002.0,High,0.5710000000000001,0.953,-5.601,No,0.0011,0.000606,0.226,137.965,Pop
"I'm Not a Girl, Not Yet a Woman (Britney Spears)",231066.0,False,2001.0,Low,0.534,0.5429999999999999,-6.857,No,0.579,0.0,0.11199999999999999,78.99600000000001,Pop
Oh Boy (Cam’ron),204706.0,True,2002.0,High,0.754,0.767,-5.586,Yes,0.0216,0.0,,83.014,Pop
By the Way (Red Hot Chili Peppers),216933.0,False,2002.0,High,0.451,0.97,-4.938,Yes,0.0264,0.00355,0.102,122.444,Rock
A Little Less Conversation - JXL Radio Edit Remix (Elvis Presley),211506.0,False,2002.0,High,0.597,0.97,-5.972,No,0.00038500000000000003,0.205,0.133,114.999,Rock
The Tide Is High - Radio Mix (Atomic Kitten),206093.0,False,2002.0,High,0.7829999999999999,0.649,-4.127,No,0.0209,0.0048200000000000005,0.067,103.99700000000001,Pop
Girlfriend (*NSYNC),253600.0,False,2001.0,Low,0.745,0.807,-5.191,No,0.0887,1.49e-05,0.0283,93.96700000000001,Pop
Somethin' Stupid (Robbie Williams),170493.0,False,2001.0,High,0.654,0.515,-12.185,No,0.429,5.62e-06,0.174,106.191,Pop
Hands Clean (Alanis Morissette),269400.0,False,2002.0,Low,0.513,0.82,-5.428,No,0.0019199999999999998,2.83e-06,0.504,99.95200000000001,Pop
U Don't Have to Call (Usher),269400.0,True,2001.0,Low,0.7929999999999999,0.568,-4.958,No,0.0478,3.570000000000001e-05,0.0304,100.005,Pop
One Last Breath - Radio Version (Creed),242000.0,False,2015.0,Low,0.38,0.725,-6.093999999999999,No,0.00571,0.00015,0.3,130.58100000000002,Pop
Here Is Gone (The Goo Goo Dolls),238173.0,False,2002.0,Low,0.33799999999999997,0.685,-5.178,No,0.0005200000000000001,0.000512,0.109,102.19200000000001,Pop
She Hates Me (Puddle Of Mudd),216760.0,True,2001.0,High,0.58,0.748,-5.433,No,0.00935,0.0,0.753,109.781,Rock
Rollout (My Business) (Ludacris),296586.0,True,2001.0,High,0.9209999999999999,0.6679999999999999,-8.73,Yes,0.0949,0.0,0.5920000000000001,131.059,Pop
Crossroads - Radio Edit (Blazin' Squad),188693.0,False,2012.0,Low,0.6609999999999999,0.746,-5.153,No,0.109,0.0,0.325,144.188,Rock
Wasting My Time (Default),268693.0,False,2001.0,Low,0.44299999999999995,0.769,-5.529,No,0.0013800000000000002,0.0,0.0677,147.97299999999998,Pop
All You Wanted (Michelle Branch),217680.0,False,2001.0,High,0.499,0.72,-9.101,No,0.00466,0.00303,0.122,96.103,Pop
If You're Not The One (Daniel Bedingfield),257026.0,False,2002.0,Low,0.688,0.5379999999999999,-7.608,No,0.504,0.0,0.111,119.99799999999999,Pop
Escape (Enrique Iglesias),208626.0,False,2001.0,Low,0.7759999999999999,0.8440000000000001,-5.305,No,0.0277,0.000244,0.135,125.97200000000001,Pop
Blurry (Puddle Of Mudd),303920.0,False,2001.0,High,0.43200000000000005,0.9359999999999999,-4.537,No,0.0069099999999999995,0.0,0.14,157.469,Rock
In My Place (Coldplay),226680.0,False,2002.0,High,0.424,0.588,-5.455,No,0.0553,4.95e-06,0.298,144.636,Pop
The Whole World (feat. Killer Mike) (Outkast),295346.0,True,2001.0,Low,0.8140000000000001,0.852,-6.176,Yes,0.0958,1.32e-06,0.0288,184.68200000000002,Pop
Don't Let Me Get Me - Radio Edit (P!nk),210693.0,False,2001.0,High,0.624,0.85,-4.754,No,0.00234,0.0,0.0621,98.525,Pop
In Da Club (50 Cent),193466.0,True,2003.0,High,0.899,0.713,-2.752,Yes,0.255,0.0,0.0708,90.051,Pop
Get Busy (Sean Paul),211666.0,False,2002.0,High,0.735,0.8240000000000001,-4.143,No,0.615,0.0,0.158,100.20200000000001,Pop
"Lose Yourself - From ""8 Mile"" Soundtrack (Eminem)",322226.0,True,2004.0,High,0.6859999999999999,0.735,-4.6160000000000005,Yes,0.00921,0.00066,0.342,171.355,Rock
Crazy In Love (feat. Jay-Z) (Beyoncé),236133.0,False,2003.0,High,0.6459999999999999,0.77,-6.596,Yes,0.00249,0.0,0.0715,99.165,Pop
Big Yellow Taxi (Counting Crows),225426.0,False,2003.0,Low,0.669,0.873,-4.315,No,0.0020399999999999997,0.0,0.13699999999999998,88.029,Pop
Where Is The Love? (Black Eyed Peas),272533.0,False,2003.0,High,0.835,0.687,-3.18,Yes,0.10099999999999999,0.0,0.132,94.059,Pop
Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix (Jennifer Lopez),187840.0,False,2002.0,High,0.845,0.768,-5.4479999999999995,Yes,0.00733,5.04e-06,0.0575,100.0,Pop
Shut Up (Black Eyed Peas),296186.0,False,2003.0,Low,0.81,0.7140000000000001,-3.966,Yes,0.0637,0.0,0.237,112.96799999999999,Pop
All The Things She Said (t.A.T.u.),214440.0,True,2020.0,Low,0.527,0.8340000000000001,-5.767,No,0.0411,0.00599,0.105,179.92,Pop
Satisfaction (Isak Original Extended) - Benny Benassi Presents The Biz (Benny Benassi),285570.0,False,2003.0,High,0.7929999999999999,0.698,-3.6260000000000003,Yes,0.163,0.145,0.0745,130.017,Pop
I Know What You Want (feat. Flipmode Squad) (Busta Rhymes),324306.0,True,2002.0,High,0.648,0.759,-4.315,Yes,0.0142,0.0,0.648,85.99600000000001,Pop
Mundian to Bach Ke (Panjabi MC),244666.0,False,2003.0,High,0.778,0.879,-4.9510000000000005,No,0.39899999999999997,0.792,0.15,98.07700000000001,Rock
Scandalous - U.S. Radio Edit (Mis-Teeq),238840.0,False,2004.0,Low,0.7340000000000001,0.6679999999999999,-3.935,No,0.0526,0.0,0.0925,99.971,Pop
03' Bonnie & Clyde (JAY-Z),205560.0,True,2002.0,High,0.759,0.6779999999999999,-5.148,Yes,0.23,0.0,0.15,89.64,Rock
P.I.M.P. (50 Cent),249480.0,True,2003.0,High,0.7120000000000001,0.772,-3.0239999999999996,Yes,0.0521,4.35e-06,0.0368,84.72200000000001,Pop
Superstar (Jamelia),215480.0,False,2003.0,High,0.8009999999999999,0.645,-6.93,No,0.0457,0.0,0.0357,110.01,Pop
Faint (Linkin Park),162600.0,False,2003.0,High,0.5539999999999999,0.978,-3.554,Yes,0.111,0.0,0.0731,135.095,Rock
X Gon' Give It To Ya (DMX),217586.0,True,2007.0,High,0.7609999999999999,0.899,-3.09,Yes,0.0135,0.0,0.0719,95.027,Pop
Bring Me To Life (Evanescence),235893.0,False,2003.0,High,0.331,0.943,-3.188,No,0.007209999999999999,2.06e-06,0.242,94.61200000000001,Rock
Hole In The Head (Sugababes),218173.0,False,2003.0,Low,0.785,0.9329999999999999,-4.629,No,0.0303,0.0,0.13699999999999998,125.01100000000001,Pop
Rise & Fall (feat. Sting) (Craig David),287226.0,False,2002.0,Low,0.405,0.589,-7.51,No,0.252,0.0,0.6609999999999999,83.37299999999999,Pop
I Hate Everything About You (Three Days Grace),231480.0,False,2003.0,High,0.498,0.83,-5.157,No,0.00461,0.0,0.139,89.34200000000001,Rock
Get Low (Lil Jon & The East Side Boyz),324600.0,False,2002.0,Low,0.78,0.604,-8.019,No,0.022000000000000002,0.0,0.19399999999999998,101.04299999999999,Pop
"Bump, Bump, Bump (feat. P. Diddy) (B2K)",282773.0,False,2003.0,High,0.835,0.68,-6.02,Yes,0.1,0.0,0.049,95.508,Pop
Suga Suga (Baby Bash),239026.0,False,2003.0,High,0.662,0.748,-3.0410000000000004,Yes,0.688,8.43e-06,0.0841,82.331,Pop
Miss You - Main (Aaliyah),245240.0,False,2002.0,Low,0.602,0.34,-9.867,No,0.618,0.0,0.23399999999999999,109.598,Pop
Me Against the Music (feat. Madonna) - LP Version / Video Mix (Britney Spears),223773.0,False,2003.0,Low,0.804,0.836,-6.635,No,0.32,0.0,0.213,120.046,Pop
Sorry Seems To Be The Hardest Word (Blue),210066.0,False,2004.0,Low,0.564,,-6.814,No,0.183,2.19e-06,0.38,78.955,Pop
Lost Without You (Delta Goodrem),248546.0,False,2003.0,Low,0.581,0.747,-6.682,No,0.0365,1.69e-06,0.193,146.30100000000002,Pop
Rock Your Body (Justin Timberlake),267266.0,False,2002.0,High,0.892,0.7140000000000001,-6.055,Yes,0.201,0.000234,0.0521,100.97200000000001,Pop
Seven Nation Army (The White Stripes),231920.0,False,2003.0,Low,0.741,0.469,-7.627000000000001,No,0.00601,0.447,0.306,123.904,Rock
Damn! (feat. Lil' Jon) - Club Mix (Youngbloodz),298600.0,True,2003.0,Low,0.772,0.7240000000000001,-5.7989999999999995,Yes,0.0149,0.0,0.355,84.038,Pop
Baby Boy (feat. Sean Paul) (Beyoncé),244826.0,False,2003.0,High,0.655,0.488,-9.17,Yes,0.0825,1.16e-06,0.221,91.025,Pop
Magic Stick (Lil' Kim),359973.0,True,2019.0,Low,0.8490000000000001,0.498,-7.872000000000001,Yes,0.11599999999999999,4.49e-05,0.268,92.98,Pop
Can't Hold Us Down (feat. Lil' Kim) (Christina Aguilera),255266.0,False,2002.0,High,0.8590000000000001,0.6579999999999999,-4.481,Yes,0.0326,0.0018100000000000002,0.0651,98.98899999999999,Pop
Someday (Nickelback),207466.0,False,2003.0,High,0.455,0.858,-5.659,No,0.000616,0.00024700000000000004,0.226,163.118,Rock
U Make Me Wanna - Radio Edit (Blue),222400.0,False,2003.0,Low,0.6,0.736,-6.228,No,0.325,0.0,0.13699999999999998,158.108,Pop
Rain On Me (Ashanti),297960.0,False,2003.0,Low,0.606,0.6990000000000001,-3.103,No,0.34299999999999997,1.89e-06,0.0757,83.70100000000001,Pop
Headstrong (Trapt),285569.0,True,2002.0,High,0.49200000000000005,0.8959999999999999,-5.819,Yes,,2.78e-06,0.18899999999999997,184.981,Rock
Sunrise (Simply Red),199040.0,False,2008.0,Low,0.7909999999999999,0.733,-5.122999999999999,No,0.0018899999999999998,0.201,0.0859,105.98700000000001,Pop
"Never Leave You (Uh Oooh, Uh Oooh) (Lumidee)",184906.0,False,2003.0,High,0.8109999999999999,0.657,-6.197,Yes,0.0391,0.7120000000000001,0.0798,199.958,Pop
